controller,pkg_controller,pkg_domain,pkg_repository,repository,architecture,pkg_infrastructure,service,repo_name,pkg_service,configuration,pkg_usecase,pkg_application,component,total_java_files
4,6,,3,3,layered,,3,library-management-spring-boot,6,1,,2,1,26
1,1,,1,0,layered,,1,Library-Management-System-Backend,2,0,,2,0,9
2,2,,1,0,layered,,0,Library-Project-Backend,1,0,,2,2,9
6,16,,6,0,layered,,5,LibraryApi,7,5,,1,7,49
2,2,,2,2,layered,,2,likedin,2,0,,2,0,13
5,5,,3,3,layered,,7,LMS-Spring,7,1,,,0,45
2,2,,1,0,layered,,2,LoanAPITask,2,0,,2,1,11
2,2,,1,0,layered,,2,loanapiTaskNew,2,0,,2,1,11
1,2,1,,0,layered,,1,localgov-backend,1,1,,2,1,20
4,4,,3,3,layered,,4,Lost-Found,4,1,,2,2,27
2,2,,10,5,layered,,2,lovelyTrip,8,2,,2,9,71
7,11,,5,5,layered,,5,Many2Many_Spring,10,1,,1,2,49
0,,,,0,layered,,0,marketplace,,0,,2,0,2
2,1,,1,1,layered,,2,MediTrack,17,0,,4,0,17
3,,30,,0,layered,,1,microservices-architecture-spring-cloud-domain,30,1,,12,0,30
1,2,,1,1,layered,,2,mini-n-layered-product-managing-mongodb-project,2,1,,2,0,11
2,2,,1,0,layered,,1,Mini-Project-Backend-using-Springboot,2,0,,2,2,13
2,2,,1,0,layered,,1,mk-fashion-rewards-api,2,0,,2,0,14
2,1,,2,1,layered,,1,monkcommerce-backend,5,0,,2,2,26
2,2,,2,1,layered,,2,monstershop,2,1,,2,0,17
3,2,,2,0,layered,,2,monstershop-api,2,1,,2,0,19
1,1,,,0,layered,,1,Monthly-Challenge-App,1,0,,2,0,5
4,4,,5,0,layered,,4,MOS-Burgers-Backend,8,1,,,0,35
6,6,,6,0,layered,,6,MOS_Burgers_Project_Back-end,12,1,,,0,38
1,1,,3,0,layered,,3,MovieDirectoryBackend,3,0,,2,0,16
4,3,,3,0,layered,,6,Movie_Api_Backend,8,2,,3,0,33
0,,,,0,layered,,0,mug-up-postgresql,,0,,2,0,3
1,,29,,0,layered,,1,multichannel-architecture-spring-boot-domain,5,2,,1,0,29
2,1,,1,1,layered,,1,my-java-api,13,0,,2,0,13
1,1,,,0,layered,,1,my-springboot-app,7,3,,1,5,42
1,1,,,0,layered,,1,northwind,1,0,,2,0,15
2,2,,,0,layered,,2,northwind-project-backend,2,0,,2,0,22
4,27,,,2,layered,,2,NoteControllerV2,4,0,,2,1,27
4,4,,4,5,layered,,1,ob-hibernate-project,1,1,,2,0,19
5,8,,4,4,layered,,4,One2Many_Spring_Rest,8,0,,1,1,34
4,6,,3,3,layered,,3,One2one-Entity-Rest,6,0,,1,1,25
9,9,,,0,layered,,6,online-food-delivery-system,12,1,,2,3,65
1,1,,2,0,layered,,1,Online_Banking_System,2,0,,2,0,9
6,5,,6,2,layered,,7,Online_food_ordering_application_Backend,7,1,,35,1,35
1,1,,1,0,layered,,1,Online_Quiz_Exam_Platform-Backend,2,1,,,0,14
5,4,,3,3,layered,,3,OrderMangementSystem,6,0,,2,0,30
3,2,,1,1,layered,,3,OrganizeIt-TodoManager-SpringBoot,4,0,,2,0,16
1,1,,,0,layered,,2,otp-delivery-service,6,0,,,1,6
4,15,,6,0,layered,,3,p2-todolist-app-ATSD,11,1,,1,1,43
30,29,204,25,0,layered,43,54,panis-boot,51,8,,1,10,433
2,2,,2,0,layered,,2,Patient-Appointment-Management-System,2,0,,2,0,14
10,8,,,8,layered,,10,Patika-Bootcamp-Hafta-12,12,2,,4,0,88
3,2,3,3,3,layered,,4,payment-api,5,2,,1,2,29
3,2,,,0,layered,,4,payment-validation-service,26,1,,2,0,26
1,2,,1,0,layered,,1,payment_process,4,0,,2,0,21
3,3,,,0,layered,,4,Paysecure-API,6,1,,2,1,21
4,4,,4,0,layered,,4,PayTrack,4,0,,2,0,24
3,2,,4,0,layered,,3,person-address-api,8,0,,2,6,28
2,2,1,2,1,layered,,1,pets.spring-boot-monolith,3,2,,,0,26
3,2,6,3,2,layered,,3,petshop-application,4,1,,22,0,22
7,14,,6,1,layered,,3,player-service,33,0,,1,0,33
8,6,,6,1,layered,,7,pokecenter-hoenn-system,46,1,,4,6,90
2,1,,1,1,layered,,1,policyapp,1,0,,2,0,9
4,3,,3,0,layered,,6,PopcornAPI,8,2,,3,0,33
1,1,3,3,0,layered,8,1,portfolio-hexagonal-crud,2,1,1,4,1,15
0,,,2,0,layered,,0,portfolio-management-system,5,0,,2,0,10
2,1,,1,1,layered,,1,product-inventory-api,2,0,,2,0,11
2,1,,1,1,layered,,1,Product-Management,2,0,,2,0,12
2,1,,1,1,layered,,1,Product-Management-System,2,1,,2,0,10
1,1,,1,0,layered,,1,ProductCategory,2,0,,2,0,8
2,1,,1,1,layered,,1,ProductManagement-Springboot,1,1,,2,0,9
3,5,,2,0,layered,,2,productservice,22,0,,2,0,22
1,1,,1,1,layered,,1,product_management_system,2,0,,2,0,7
10,9,,9,7,layered,,10,PrototypeAlikosti,10,1,,2,11,95
2,2,,,1,layered,,2,Quiz-backend,2,0,,2,0,12
2,2,,2,2,layered,,2,QuizAppBackend,2,0,,2,0,12
3,2,,2,2,layered,,2,Quiz_Mono_Repo,4,0,,2,0,19
1,1,13,19,3,layered,,1,RandomUserApplication,49,1,,71,3,71
9,8,,5,5,layered,,6,real-estate-ai-api,11,1,,2,7,63
4,4,,,0,layered,,4,RentaCarBackend,4,0,,2,0,30
3,6,,1,0,layered,,2,REST-API-service-example,24,0,,1,0,24
1,1,,1,1,layered,,1,restAPI,2,0,,2,0,9
2,1,,1,1,layered,,1,RestApi_SpringBoot_MySQL,1,1,,2,0,7
1,2,,2,0,layered,,0,restaurant-api-springboot,6,2,,2,1,13
1,1,5,3,2,layered,6,0,restaurant-management-system,,0,1,6,1,19
3,3,,3,3,layered,,6,Restaurants-Suggestion-App,6,0,,4,2,39
1,1,,1,1,layered,,1,Restful_API_Using_CRUD,2,1,,2,0,10
5,6,,6,0,layered,,12,rg-pet-clinic,22,0,,2,2,47
5,5,,,2,layered,,5,Ride-Sharing-App-Backend,5,2,,2,1,23
3,2,,2,2,layered,,2,room-reservation-api,2,0,,2,0,17
1,1,,,0,layered,,1,sanlam-shopping-cart-test,1,0,,1,0,7
2,2,,2,1,layered,,4,School-Management-API,3,0,,2,0,18
4,4,,4,4,layered,,4,school-management-system,8,0,,2,1,22
2,2,,2,0,layered,,4,School-Student-Management-System,2,0,,2,0,16
2,,,2,0,layered,,2,SchoolSystem,4,0,,1,0,12
3,,,,2,layered,,2,SEPR-2025s,7,2,,3,5,48
1,1,,1,1,layered,,1,shopverse,5,0,,1,0,5
2,2,11,2,2,layered,4,4,si729ebu202014511,5,1,,6,0,32
,,,,,layered,,,simple-course-registration-fullstack,,,,,,0
1,1,,1,0,layered,2,1,simple-crud-springboot-project,1,0,,2,0,6
0,,,1,0,layered,,0,SimpleSpringRestAPI,,0,,2,0,5
10,10,,5,1,layered,,4,slopsite,4,1,,2,0,42
4,4,,,1,layered,,3,Smart-Student-Attendance-Backend,7,3,,2,0,35
2,2,,4,1,layered,,1,smartExpenses,8,0,,2,0,20
2,2,16,3,3,layered,5,4,SmartHomeManagement,6,1,,6,0,39
1,1,,3,3,layered,,2,software-architecture-guide,2,0,,1,0,11
5,9,36,12,4,layered,,4,spring-advanced-layer-architecture,113,5,,1,9,115
1,1,2,,0,layered,,2,spring-api-project,8,0,,2,0,8
4,6,9,9,3,layered,,3,spring-basic-layer-architecture,9,2,,1,1,67
3,3,,3,0,layered,,3,Spring-Book-Catalog,3,0,,2,0,14
1,1,,,2,layered,,1,Spring-Boot,3,2,,2,0,9
1,1,,1,1,layered,,1,Spring-Boot-API,1,1,,2,1,8
4,4,,,0,layered,,5,spring-boot-blog-app,9,2,,2,0,31
2,2,,1,1,layered,,1,spring-boot-boilerplate,2,3,,2,4,20
1,1,,1,1,layered,,1,Spring-Boot-Crud,2,0,,2,0,9
1,1,,1,1,layered,,1,Spring-Boot-CRUD-,2,0,,2,0,7
2,10,,,0,layered,,1,spring-boot-crud-MULTI-Controller-app,2,0,,2,0,10
13,10,,4,3,layered,,11,Spring-Boot-Cruds,17,2,,31,0,82
1,1,,1,1,layered,,1,spring-boot-employee-api,1,1,,2,0,8
2,1,,1,1,layered,,1,spring-boot-example,3,0,,3,2,26
4,4,,5,1,layered,,7,Spring-Boot-Journal-app,13,3,,2,4,38
5,,,5,0,layered,,4,spring-boot-jpa-workshop,6,1,,2,0,28
3,3,,,1,layered,,0,Spring-Boot-JWT-Secuirty,3,2,,,9,35
1,1,,,1,layered,,1,Spring-Boot-Layered-Application,2,0,,8,0,8
1,1,,,1,layered,,1,Spring-Boot-Layered-Architecture-and-Persistence-API,1,0,,2,0,9
0,,,,0,layered,,0,spring-boot-layered-architecture-api,,0,,2,0,2
1,2,,1,1,layered,,1,spring-boot-library-app,3,0,,2,0,9
2,2,,2,0,layered,,2,spring-boot-mongodb-crud,2,0,,2,0,10
3,1,,1,1,layered,,1,spring-boot-mvc-architecture,1,1,,2,0,15
3,2,,1,1,layered,,3,Spring-Boot-NCapas-CRUD-ArrayList,7,1,,2,1,28
1,1,,1,0,layered,,1,spring-boot-patient-app,2,0,,2,0,7
3,2,,2,0,layered,,1,Spring-Boot-Projects,5,1,,17,1,17
2,2,,,2,layered,,2,spring-boot-QuizzApp,2,0,,2,0,12
2,6,2,5,1,layered,,1,spring-boot-refresher,1,0,,2,2,16
1,1,,1,0,layered,,1,Spring-Boot-Rest-API,2,1,,2,1,12
3,6,6,4,2,layered,,3,spring-boot-rest-api-mysql-jpa-crud,8,1,,2,3,28
2,1,,1,0,layered,,1,Spring-Boot-REST-API-with-Database-Integration,1,0,,2,0,13
1,1,,1,1,layered,,1,Spring-Boot-REST-API-with-Layered-Architecture,2,1,,2,0,9
1,,,1,1,layered,,1,Spring-Boot-REST-SOAP-API-Project,4,1,,2,0,16
1,1,,1,1,layered,,1,spring-boot-restful-api,2,0,,2,0,7
1,1,,,1,layered,,1,Spring-boot-restFulAPI-Employee-FULL-CRUD-,2,0,,2,0,8
8,8,,1,1,layered,,2,Spring-Boot-Security,2,2,,1,5,20
1,1,,1,0,layered,,1,spring-boot-software-engineers,1,0,,2,0,6
1,1,,1,0,layered,,1,Spring-boot-spring-mvc-crud,2,0,,2,0,7
1,1,,1,1,layered,,1,spring-boot-student-api,1,0,,2,0,6
1,1,,1,1,layered,,1,Spring-Boot-StudentApi,1,1,,2,0,7
1,1,,1,1,layered,,1,Spring-Boot-TodoList,1,1,,2,0,7
0,,,,1,layered,,1,spring-boot-user-demo,4,0,,1,0,8
0,,,,1,layered,,1,spring-boot-user-demo-project,3,0,,1,0,7
0,,,,0,layered,,0,spring-boot-user-demoo,1,0,,2,0,4
2,2,,2,0,layered,,0,spring-cloud,2,2,,10,2,19
1,1,,,0,layered,,0,Spring-Cloud-Sleuth-Zipkin-Client-Microservice-Log-Tracing-using-Spring-Boot,5,1,,2,1,5
1,1,,,1,layered,,1,Spring-Crud-with-Services,8,0,,2,0,8
7,11,,5,5,layered,,5,Spring-Data-Jpa,10,1,,2,4,52
7,11,,5,5,layered,,5,spring-data-jpa-restful-api-starter,10,1,,2,2,51
0,,,1,2,layered,,0,spring-data-rest,,0,,2,0,4
2,1,7,3,1,layered,6,1,spring-ddd,1,1,,3,1,23
2,2,,1,1,layered,,1,Spring-Dto,2,0,,1,1,11
1,2,,3,1,layered,,4,spring-layered-architecture,10,1,,1,2,28
1,1,,1,1,layered,,1,spring-multi-layer-testing,2,0,,2,0,17
4,4,,4,4,layered,,4,spring-mvc-demo-stillwater,4,0,,2,0,18
3,4,,2,1,layered,,2,Spring-Rest-Jpa,4,0,,2,1,24
1,1,,1,1,layered,,1,Spring-Security-Demo,2,1,,2,3,11
1,2,,1,1,layered,,1,Spring-Student-Service,8,0,,2,1,8
1,2,,3,0,layered,,2,spring-testing-mastery,14,3,,3,0,18
2,2,1,1,1,layered,,1,SpringBackEndDesign1,1,0,,1,1,10
1,1,,1,1,layered,,1,SpringBoot,1,0,,6,0,15
1,1,,,2,layered,,1,SpringBoot---Mini-project-01,2,0,,1,1,10
4,4,20,,3,layered,,3,springboot-amalitech-lab09-task-manager,6,1,,2,0,38
2,2,,1,1,layered,,1,SpringBoot-API-Exception-Handler,2,0,,2,2,18
2,3,,2,0,layered,,1,springboot-app-with-layered-testing,3,1,,2,0,15
1,1,,1,1,layered,,1,springboot-book-api,1,0,,2,0,6
2,4,4,4,2,layered,,2,springboot-bookstore-api,4,1,,2,2,23
10,9,,9,9,layered,,9,springboot-church-api,18,1,,2,0,97
7,14,,6,5,layered,,5,SpringBoot-CourseManagement,15,1,,2,0,71
4,3,,4,4,layered,,3,SpringBoot-CRUD,6,2,,2,0,37
2,2,,2,0,layered,,1,springboot-crud-api,2,0,,2,0,9
1,1,,1,0,layered,,1,Springboot-crud-dto-architecture,2,1,,2,0,10
0,,,7,0,layered,,1,Springboot-data-jpa-Crudoperation-using-CrudRepository,2,0,,2,1,7
2,2,,2,2,layered,,2,springboot-delivery-optimization,2,0,,18,1,18
0,,,,0,layered,,0,springboot-demo,,0,,2,0,2
1,1,,,1,layered,,1,SpringBoot-Employee-CRUD,1,1,,2,0,8
1,1,,1,1,layered,,0,springboot-employee-service,6,0,,2,0,6
2,1,,1,0,layered,,1,springboot-exception-handling-api,2,0,,2,0,10
5,6,,4,3,layered,,5,springboot-fundamentals,5,0,,2,1,23
2,5,17,6,2,layered,14,0,springboot-hexagonal-ddd-sample,5,1,1,10,1,42
2,2,,,0,layered,,2,springboot-job-api,4,0,,2,0,12
0,,,5,0,layered,,2,springboot-jpa-hospital-app,2,0,,2,0,17
1,,,5,1,layered,,3,SpringBoot-JPA-Swagger-LayeredArchitecture,1,0,,2,2,16
2,1,,1,1,layered,,1,SpringBoot-MVC-Week2,1,1,,2,0,13
0,1,,,0,layered,,0,Springboot-practise-backend-api,2,0,,2,0,8
20,19,,,10,layered,,16,SpringBoot-Projects,38,2,,30,0,111
3,3,,,1,layered,,1,SpringBoot-Restfull-APIs,3,0,,2,0,14
2,1,,1,0,layered,,1,Springboot-restfull-webService,13,0,,2,0,13
1,1,,1,1,layered,,2,springboot-tuition-app-backend,1,0,,2,0,8
1,1,,1,1,layered,,0,SpringBootApp,1,0,,2,1,6
2,2,2,1,1,layered,,1,SpringBootComplete,5,0,,1,1,14
3,3,,,0,layered,,2,SpringBootCRUD,4,0,,2,0,13
1,1,,1,1,layered,,1,SpringBootDemoProject,1,0,,2,1,6
1,1,,1,0,layered,,1,SpringBootExample,3,0,,2,0,9
1,1,,,0,layered,,1,SpringBootExcelReport,1,0,,,2,5
6,4,,2,1,layered,,5,SpringBootExercise,31,2,,5,2,48
1,1,2,2,1,layered,,1,SpringBootHibernate,1,0,,2,0,8
1,1,,1,0,layered,,0,SpringBootKafkaIntegration,2,0,,2,4,9
0,,,,0,layered,,0,SpringBootLayeredArchitecture,,0,,2,0,2
18,15,,12,8,layered,,8,SpringBootPrj,54,8,,10,0,74
1,1,,1,0,layered,,1,springbootproject,1,0,,2,0,6
1,1,,,0,layered,,0,SpringBootRestAPI,,0,,2,0,4
2,1,,5,0,layered,,1,springbootstrap,18,9,,1,0,33
3,1,,1,0,layered,,2,SpringBootStudentCrud,4,0,,2,0,13
1,3,,2,1,layered,,1,SpringBootTestingExercise,3,0,,2,0,14
4,2,,2,2,layered,,2,SpringBootW2_2.4-2.10,2,1,,2,0,25
8,9,,4,1,layered,,9,SpringBoot_Mini_projects,15,0,,10,7,76
2,4,,3,1,layered,,3,SpringBoot_RefreshToken_JWT,7,2,,2,4,30
1,1,,1,1,layered,,1,Springboot_Rest_API,1,1,,2,0,7
2,1,,,1,layered,,1,SpringBoot_Rest_Api_Implementation,2,0,,2,0,11
2,1,,1,0,layered,,1,Springboot_REST_API_Project01,2,0,,2,0,10
2,2,,,1,layered,,1,SpringEcom,1,0,,2,0,7
1,1,,1,0,layered,,0,SpringGrades,1,0,,2,0,9
4,1,,1,0,layered,,2,Spring_3_layer_basic_CRUD,1,0,,2,1,9
1,1,,1,0,layered,,1,Spring_Boot-Project,1,0,,2,0,6
4,4,,4,4,layered,,8,Spring_Boot_apiEndpoint_statusCode_JPA,8,0,,2,0,22
2,1,,1,1,layered,,1,Spring_BOOT_REST_4-_LAYER,1,0,,2,0,8
3,1,,1,1,layered,,1,Spring_Boot_Web,1,1,,2,0,15
1,1,,1,1,layered,,1,Srpingboot-CRUD-,1,0,,2,0,6
3,1,,1,1,layered,,1,Standard_project_2,2,0,,2,0,20
3,2,,2,0,layered,,7,starbucks-mernis,12,2,,1,0,48
3,2,,2,0,layered,,2,stock-backend,2,0,,2,0,16
4,6,,3,3,layered,,4,student-course-management-system,6,0,,2,3,44
2,1,,1,1,layered,,1,student-crud-springboot,1,0,,2,2,22
1,1,,1,1,layered,,1,Student-Grade-API,1,0,,2,0,9
7,7,,9,0,layered,,0,student-management-backend,,2,,2,1,38
1,1,,1,0,layered,,1,Student-Management-System,1,0,,2,0,6
2,2,,1,0,layered,,2,Student-Management-System-BackEnd,4,0,,,0,11
1,1,,1,1,layered,,1,Student-Managment-API-,1,1,,2,0,7
3,,,3,3,layered,,4,StudentCourseDemoProject,9,2,,2,7,52
2,1,,2,2,layered,,1,StudentCourseManagementSystemApp,2,0,,2,0,12
5,4,,4,4,layered,,5,StudentManagement-springBoot,4,0,,3,0,23
2,1,,1,1,layered,,1,StudentRegistration,1,0,,1,0,10
0,,,,0,layered,,0,Students-management-System,2,0,,,0,12
4,4,,,0,layered,,3,supermarket-management-system-api,8,0,,,0,32
1,,,1,1,layered,,1,system-academy_webapi_layered-architecture_java-17,1,1,,2,0,8
2,1,,1,0,layered,,0,Task-API,,0,,1,0,6
1,2,,1,1,layered,,1,Task-Manager,2,0,,2,1,8
3,1,,,0,layered,,1,Task-Manager-API,1,0,,2,0,8
1,1,,1,1,layered,,1,TaskFlow,1,0,,2,0,8
0,,2,,0,layered,,0,taskManagementAPI,,0,,2,0,4
2,2,,,0,layered,,2,taskmanager-springboot,2,0,,2,0,12
4,4,9,3,2,layered,,3,tasks_app,6,0,,2,3,30
5,4,,4,0,layered,,4,TeacherInformationSystem,8,2,,2,0,41
0,,,3,3,layered,,1,Team-Task-Pro,3,0,,2,0,15
1,5,16,3,0,layered,30,13,telegram-bot,14,2,,68,37,124
1,1,,1,1,layered,,1,telusko07_spring_boot_web_product,1,0,,2,0,6
3,3,,2,0,layered,,3,template,4,3,,2,1,28
7,6,,5,4,layered,,9,tennis-tournament,9,4,,3,2,52
2,2,,,2,layered,,2,The-Quiz-Application,20,0,,22,0,22
0,,,4,2,layered,,0,The_telephone_directory,,0,,2,0,18
2,2,,2,1,layered,,2,TimeSheet,4,0,,2,1,18
4,4,,1,0,layered,,2,Todo-s-Project,2,1,,2,0,11
3,2,,1,1,layered,,3,ToDo_Application,4,0,,16,1,16
2,2,,5,0,layered,,1,Travel-Management-System,2,0,,2,1,25
2,2,,1,0,layered,,1,Traveller-Management-REST-API,2,0,,2,1,11
7,6,,5,0,layered,,8,twitter-api,20,1,,1,6,73
7,6,,6,0,layered,,6,twitter-clone-api,13,1,,2,2,47
1,2,,2,0,layered,,1,unittest,2,0,,2,0,11
0,2,,1,1,layered,,0,university--layered-architecture-with-spring-boot-demo,9,3,,2,0,19
2,2,,2,2,layered,,2,User-Education-Management,2,0,,2,0,13
2,1,,1,0,layered,,1,User-Management-api,2,0,,2,0,9
1,1,,1,0,layered,,1,user-management-springboot,2,1,,2,0,8
3,2,,1,1,layered,,1,User-Management-System,2,0,,2,0,15
3,8,2,6,2,layered,14,0,UserManagementSystem,4,2,,8,0,27
0,,,,0,layered,,0,User_Mangement,,0,,2,0,2
9,9,17,10,9,layered,,11,Valley-eCommerce-prototype,22,1,,1,33,110
7,6,,,6,layered,,7,VeterinaryManagementSystem,8,2,,2,0,62
8,7,,,7,layered,,8,VetManagementSystem-backend,9,2,,2,0,71
1,1,,,0,layered,,3,weather-stats-static,5,0,,2,0,8
1,1,,1,0,layered,,1,weatherdata,1,0,,2,1,10
5,,,5,0,layered,,4,webservice-springboot3-jpa,28,1,,2,0,28
5,,,5,0,layered,,4,workshop-springboot3-jpa,6,1,,2,0,28
8,15,,7,1,layered,,7,workshop_springBoot_jpa_2.0,9,5,,1,7,77
3,,2,2,2,layered,,2,workshop_springboot_mongodb,3,1,,2,0,18
5,4,,3,0,layered,,4,Y-Spring-Boot,4,5,,2,3,34
8,7,,7,0,layered,,10,zource-backend,19,6,,1,2,69
1,1,,,2,mvc,,1,-CRUD-Spring-boot-Postgres-,3,2,,2,0,9
1,1,,1,1,mvc,,1,-E-Commerce-Product-Management-Backend-Spring-Boot-Project-,1,0,,2,0,6
6,6,,1,1,mvc,,9,-E-commerce-shopping-website,8,3,,2,7,30
3,3,,1,0,mvc,,1,-Springboot-MVC-CRUD,2,0,,2,0,12
6,6,,6,6,mvc,,6,2nd-Year-Final-Project,6,0,,2,0,26
14,14,,13,13,mvc,,15,accounting-group-website-backend,27,1,,2,0,72
3,3,,3,0,mvc,,3,AgriTrack-Android-App,3,0,,2,0,14
0,2,,1,0,mvc,,0,AngularSpringBootMVC1,2,0,,2,0,11
2,2,16,6,1,mvc,16,0,api-clean-architecture-inventario,3,3,9,5,5,35
4,4,,3,1,mvc,,3,app_web,3,0,,2,1,19
4,4,,,0,mvc,,1,ARTI-Desktop-App,1,0,,3,0,12
1,1,,,0,mvc,,1,Attrition-Analysis-System,4,1,,2,3,13
4,4,,4,0,mvc,,5,Audiobook-Shop-Angular-Spring,9,1,,2,1,30
4,22,12,7,4,mvc,,8,auth_mvc_architecture_springboot,23,2,,8,14,88
2,3,,9,3,mvc,,3,Backend-VenteVue,,0,,3,0,36
5,10,,6,6,mvc,,14,back_AME-EN-HARMONIE,23,3,,3,4,60
4,5,3,2,2,mvc,,4,banco-digital,8,1,,2,0,30
14,25,,18,6,mvc,,14,Band-Management-System,24,1,,2,1,104
2,2,,3,0,mvc,,2,Banking-Apllication-By-Using-Hibernate-Springboot-and-JPA,4,0,,2,0,24
3,2,,5,0,mvc,,3,banque-mvc,3,1,,2,0,19
3,3,,3,3,mvc,,3,Basketball-League-Data-Base,3,0,,2,0,14
2,1,,1,0,mvc,,3,be-salon-api,3,1,,2,1,24
1,2,,,0,mvc,,0,beerdistribution-microservice,7,0,,2,0,7
4,4,,,0,mvc,,3,billing-app,5,2,,2,3,29
1,1,,1,0,mvc,,1,Billing-jetBlue,2,0,,2,0,7
8,7,,5,3,mvc,,6,blog-app,11,2,,2,3,49
3,3,,5,4,mvc,,4,BlogApplication,4,1,,22,1,22
6,5,,,1,mvc,,6,Blog_Application_Using_SpringBoot_Framework,11,1,,46,3,46
2,1,,1,1,mvc,,1,Book-API-SpringBoot,1,1,,2,0,7
6,8,,16,8,mvc,,7,Book-Store,16,2,,2,7,90
7,7,,3,2,mvc,,6,BookLibrary-system,5,1,,6,1,31
4,4,,3,0,mvc,,3,BookManagementSystem-SpringBoot,6,0,,2,0,18
3,3,,2,1,mvc,,3,BookRentalSystem,3,1,,2,0,14
2,2,,1,1,mvc,,1,Books-and-Authors-Spring-Boot,1,0,,2,0,9
3,2,,4,0,mvc,5,4,Books-API-Spring-Boot-Project-First,5,1,,2,3,37
2,6,,5,2,mvc,,2,books-app,7,0,,2,0,23
6,6,,,6,mvc,,0,BookstoreSpringProject,,0,,2,1,23
9,8,,9,3,mvc,,4,Boost-SpringBoot-CommentApp-IntegratedDockerAndKubernetes,4,0,,2,2,40
4,4,,,0,mvc,,3,Breach-Watch,3,0,,2,0,13
3,3,,1,0,mvc,,1,Bulls-and-Cows,,2,,2,1,11
1,2,,,0,mvc,,1,calculator-mvc,2,0,,2,0,8
6,6,,,5,mvc,,5,Campus-Connect,5,0,,7,0,28
3,3,,1,0,mvc,,1,Car-exchange-app,1,0,,4,0,11
1,1,,,0,mvc,,4,CareerMapSpring,2,0,,2,0,8
2,2,,1,1,mvc,,1,carmaker-api,1,3,,2,4,23
4,3,,4,3,mvc,,3,chatcake-spring,3,2,,2,5,33
5,5,,7,1,mvc,,3,ChatGod,3,1,,2,0,25
0,6,,,11,mvc,,13,ClonedIn,25,5,,1,16,187
1,1,,1,1,mvc,,0,CMS-Backend,,0,,1,0,5
2,1,,1,0,mvc,,1,CoderHack,1,0,,2,0,10
1,1,,3,2,mvc,,3,college-admission-system,6,0,,2,0,15
1,1,1,1,1,mvc,,1,ColtWarrenAssignment11,1,0,,2,0,6
6,5,,3,0,mvc,,1,ContactManager,2,1,,2,0,22
1,1,,1,1,mvc,,1,CoreEmpSystem,2,0,,2,0,7
1,1,,,0,mvc,,0,CounterApp,,0,,2,0,3
2,2,,4,0,mvc,,4,Course-Enrollment-System,8,0,,1,0,19
0,,,,0,mvc,,0,Course-Register-WebAPP-Springboot,,0,,,0,4
1,1,,2,2,mvc,,1,Course-Registration-System-,1,1,,2,0,9
2,1,,2,2,mvc,,2,Cricket-Player-Management-System,4,0,,2,0,15
3,3,,5,3,mvc,,4,CRM-Project-Using-Spring,8,0,,2,0,26
1,1,,1,0,mvc,,1,crud,2,0,,2,0,7
1,1,,1,0,mvc,2,1,CRUD-EM-JAVA,1,0,,2,0,6
1,1,,1,0,mvc,,1,crud-employee-app,2,1,,2,0,9
1,1,,,1,mvc,,1,CRUD_API,2,1,,1,0,10
1,1,,,0,mvc,,1,CulersAPI-2024,1,2,,2,0,9
4,3,,1,0,mvc,,1,CURD,2,0,,2,1,13
1,1,,1,1,mvc,,1,customer-module,1,1,,2,0,11
1,1,,,0,mvc,,0,Customer-Relationship-management,,0,,,0,1
1,1,,1,1,mvc,,2,customer-services,10,0,,1,0,10
2,2,,2,2,mvc,,2,CustomerRelationshipManager,5,1,,2,2,20
1,1,,,0,mvc,,1,CustomOrderSystem-SpringApplication-,1,0,,14,1,14
2,2,,2,0,mvc,,1,CVE_CUSTOM_API,1,0,,2,2,9
3,4,3,2,0,mvc,,0,DataParser,,0,,2,0,15
1,9,,2,0,mvc,,6,deckbuilder,6,0,,,9,24
22,22,,7,6,mvc,,8,delta-edu-app,7,3,,,3,72
1,1,,,0,mvc,,0,Demo-SpringBoot-WebApp,,0,,2,0,5
1,1,,,1,mvc,,1,DemoApp-SpringBoot,1,0,,2,0,6
5,8,,4,4,mvc,,5,Dental-Clinic-Spring,9,2,,3,1,39
1,1,,1,1,mvc,,1,digimon-api,1,1,,2,1,9
1,1,,,1,mvc,,1,Digital-Library,1,0,,2,0,9
0,,,,0,mvc,,0,E--Commerce-Web-Application,,0,,52,0,52
7,7,,4,4,mvc,,4,E-Banking,9,1,,1,7,44
,,,,,mvc,,,E-Commerce,,,,,,0
3,3,,,5,mvc,,4,E-commerceProject,4,4,,2,0,21
3,2,,2,2,mvc,,2,Ecommerce,2,0,,1,1,11
1,1,,1,1,mvc,,1,ecommerce-backend,1,0,,2,0,6
3,5,,1,2,mvc,,3,ecommerce-db-maven-api-javafx_backend,3,1,,,1,24
1,1,,,1,mvc,,1,ecommerce_backend_java,1,0,,2,1,6
1,1,,1,1,mvc,,1,Ecom_Application_Using_SPRING-BOOTS,1,0,,6,0,6
2,1,,7,0,mvc,,1,edupanel-backend,6,0,,,3,27
1,2,,1,0,mvc,,1,Employee-CurdOperations,3,0,,2,0,14
1,1,,,0,mvc,,1,Employee-Management,2,0,,2,0,8
1,1,,,0,mvc,,1,employee-management-system,1,0,,2,0,7
1,1,,1,1,mvc,,1,Employee-Management-System-A-Spring-Boot-CRUD-Web-Application,2,0,,7,0,7
1,1,,1,1,mvc,,1,Employee-Mangemnet-main,1,0,,2,0,6
4,2,,2,1,mvc,,4,employee-payroll-app,6,1,,1,2,25
