architecture,pkg_repository,max_package_depth,class_service,import_data,controller,springboot_app,class_repository,import_web,pkg_domain,total_java_files,configuration,pkg_infrastructure,pkg_usecase,import_stereotype,pkg_service,has_app_config,repo_name,repository,service,import_jpa,pkg_controller,class_config,import_boot,pkg_application,component,class_controller
clean,9,19,4,3,3,1,3,10,53,100,10,18,,24,100,,SpringBootMicroservicesUdemy,3,3,0,1,7,6,26,17,1
clean,1,8,1,1,1,1,,2,,6,0,,,1,1,1,springbootproject,0,1,0,1,,3,2,0,1
clean,3,9,5,8,5,1,,11,,45,3,,,12,9,,SpringBootTodoList,3,5,0,4,3,4,2,4,3
clean,5,11,5,2,3,1,2,12,1,62,3,,4,23,6,1,SpringBoot_Base,1,4,0,2,3,3,17,18,2
clean,3,10,,4,3,1,,11,,27,1,,5,5,,1,SpringBoot_CleanArchitecture,1,4,0,5,1,7,2,0,5
clean,6,12,4,11,4,2,2,24,3,43,5,30,,5,4,1,SpringBoot_Hexagonal_Architecture,2,3,9,6,4,11,10,1,6
clean,1,8,1,1,2,1,,3,,10,0,,,1,2,1,Springboot_REST_API_Project01,0,1,0,1,,5,2,0,1
clean,6,9,1,2,2,1,2,13,4,16,0,4,,3,1,1,SpringCleanArch,2,1,0,1,,3,3,0,1
clean,10,14,9,20,9,1,,16,9,155,4,16,33,66,17,1,SpringCleanArchitectureCQRS,0,8,0,9,5,9,106,58,9
clean,2,10,4,10,3,1,,4,,21,1,,,5,4,1,SpringContacts,0,4,0,3,1,3,2,1,3
clean,8,18,4,5,3,2,4,9,37,91,12,26,,23,91,1,SpringMicroservice-outbox-kafka-saga-pattern,4,2,12,1,8,9,24,17,1
clean,4,11,6,2,3,3,1,20,3,27,1,4,,4,27,1,SpringMicroservicesCleanArchitecture,1,3,0,2,1,7,7,0,2
clean,1,10,1,1,2,1,,11,,12,1,,,2,1,,spring_api_rest,1,1,0,1,,3,2,0,1
clean,1,8,1,1,1,1,,5,,6,0,,,1,1,1,Spring_Boot-Project,0,1,0,1,,3,2,0,1
clean,10,12,4,4,4,1,3,20,12,49,2,,6,17,49,1,Spring_Boot_API-Clean_Architecture-JPA-Spring_Security-PostgreSQL,3,2,0,8,2,3,2,5,3
clean,2,12,1,2,1,0,,1,,6,0,,,2,1,1,Spring_Boot_CourseRegister,1,1,0,1,,0,,0,1
clean,,8,1,0,0,1,,0,,21,4,,,6,3,1,spring_boot_scraper,0,0,0,1,,6,1,6,1
clean,4,11,5,4,1,1,,2,28,35,1,,4,16,5,1,spring_todo_clean_architecture,7,2,0,1,1,3,6,4,1
clean,2,8,3,2,2,1,,11,,23,1,,,7,4,1,Stockify-App,0,4,0,2,1,3,2,3,2
clean,3,8,3,3,3,1,,3,,17,0,,,6,3,1,Student-Course-Management_BanqueMisr,3,3,0,3,,3,2,0,3
clean,1,8,1,1,2,1,,3,,22,0,,,4,1,1,student-crud-springboot,1,1,0,1,1,3,2,2,1
clean,9,8,,10,7,1,,9,,38,2,,,1,,1,student-management-backend,0,0,0,7,2,4,2,1,7
clean,2,8,1,3,2,1,,3,,12,0,,,3,2,1,StudentCourseManagementSystemApp,2,1,0,1,,3,2,0,1
clean,3,11,,3,4,1,,5,11,71,1,26,27,16,,1,sus-scheduler,0,13,0,5,1,7,32,3,5
clean,5,13,,22,3,1,,29,9,86,1,,38,5,,1,system-permission-clean-architecture,5,0,0,3,1,4,2,1,
clean,2,8,3,2,3,1,,10,,23,2,,,7,3,1,task-hub-app,2,3,0,2,2,2,1,2,2
clean,2,8,4,8,4,1,,8,,21,1,,,5,4,1,task-management-api-java,0,4,0,3,1,2,1,1,3
clean,1,9,,1,1,1,,1,,5,0,,,0,,1,Task-Management-REST-API-,0,0,0,1,,3,2,0,1
clean,1,7,2,1,1,1,,5,,15,1,,,5,2,1,task-manager-api,1,2,0,1,1,3,2,2,1
clean,3,8,4,0,3,1,3,14,4,38,6,,,6,5,1,Task-Wizard,2,2,0,4,7,7,1,2,4
clean,,8,2,0,2,1,,2,,12,0,,,2,2,,taskmanager-springboot,0,2,0,2,,3,2,0,2
clean,1,10,,8,2,1,,5,4,36,4,5,,10,1,1,template,0,0,0,2,5,7,23,9,2
clean,,13,,0,0,1,,0,1,3,0,,,0,,1,template-java-spring-clean-hexagonal-architecture,0,0,0,,,3,2,0,
clean,2,9,2,5,2,1,,9,13,32,1,,,6,2,1,template-project,1,3,5,1,2,3,1,2,1
clean,3,10,2,1,1,1,1,1,2,15,0,6,2,3,2,1,template_spring_hexagonal_architecture,2,1,0,3,,5,6,0,1
clean,3,11,1,10,2,1,,7,8,29,7,,6,3,1,1,think-clean-architecture,1,1,14,2,6,6,21,1,2
clean,12,17,20,65,10,1,,32,129,398,12,139,67,33,20,,tickets-api,9,1,0,10,14,6,132,24,10
clean,3,8,,2,1,1,1,1,,17,0,,,1,,,todo-app,0,0,0,1,,4,2,1,1
clean,6,11,,2,4,1,2,19,17,61,4,,21,2,,1,todo-list-arquitetura-limpa,2,0,0,3,4,7,15,0,3
clean,,10,,0,0,1,,0,,2,0,,,0,,1,todobackend-java-spring-clean-architecture,0,0,0,,,3,2,0,
clean,,8,6,0,4,1,,21,,26,1,,,2,7,1,todolist,0,2,0,7,2,12,2,0,7
clean,1,8,1,1,3,1,,7,,7,0,,,3,1,1,ToDoList---Java_SpringBoot,1,1,0,2,,3,2,0,2
clean,,13,,2,2,2,,7,3,19,0,,2,3,18,1,todos-ddd-java-example,2,1,2,3,,10,3,0,1
clean,2,9,7,1,1,1,,6,,43,2,,,15,17,1,todo_java_spring_mysql,0,0,0,1,2,5,2,15,1
clean,7,10,6,48,4,1,,15,18,45,2,9,,15,10,1,TomaziScreen_ServicoStreaming,7,4,0,3,3,2,10,4,3
clean,6,12,,2,2,1,2,10,5,31,1,,2,4,2,1,transferencia-app-clean-architecture,2,0,0,2,1,3,2,2,1
clean,3,10,,1,1,1,1,1,,21,1,6,7,1,,1,url-shortener,1,0,0,1,1,3,2,0,1
clean,1,8,1,1,1,1,,1,,6,0,,,2,1,1,URLShortener-SpringBoot,1,1,0,1,,3,2,0,1
clean,1,8,1,6,1,1,,1,,8,1,,,1,2,1,user-management-springboot,0,1,0,1,1,3,2,0,1
clean,6,9,3,2,3,1,2,4,2,18,1,9,,6,3,1,User-Role-Management,2,2,0,3,1,2,6,2,2
clean,6,10,4,3,2,1,2,2,2,23,1,12,,4,4,1,UserManagementSys,2,0,0,6,1,3,8,2,2
clean,4,10,5,2,3,1,2,7,12,48,3,15,10,8,7,1,users-crud-clean-arch,1,6,0,2,3,3,18,1,2
clean,,9,,0,1,1,,1,3,7,0,,1,1,,1,validationBrackets,0,1,0,1,,2,1,0,1
clean,4,12,3,5,2,1,2,6,11,31,3,1,,1,31,1,vehicles-service,1,0,0,2,3,5,4,1,2
clean,9,7,8,24,10,1,,16,,49,3,,,14,15,1,Vendora-APIs,6,8,0,9,3,3,2,0,8
clean,10,14,3,11,10,7,5,41,70,236,35,,18,31,6,1,Waber,3,0,13,19,26,28,7,26,17
clean,,9,3,0,1,1,,3,,8,0,,,3,5,1,weather-stats-static,0,3,0,1,,3,2,0,1
clean,,9,2,0,2,1,,10,,8,0,,,3,2,1,weather_project,0,2,0,2,,3,2,0,2
clean,2,9,2,8,3,1,,6,2,18,1,,,4,3,1,workshop-springboot3-mongodb,2,2,0,,,4,2,0,
clean,5,9,7,30,7,1,,14,,48,1,,,11,7,,WriteCue-BlogWebsite,5,6,0,5,1,6,2,0,6
clean,,9,,0,0,1,,0,,5,0,,,0,,1,ZapTrolley,0,0,0,,,3,2,0,
clean,,11,,0,0,1,,0,1,22,1,11,4,1,,1,zk-clean,0,1,0,,1,2,1,0,
layered,,8,1,0,1,1,,0,,9,0,,,4,2,1,13.SpringBootProject5,1,1,0,1,,4,2,1,1
layered,,8,5,0,3,2,,5,,50,0,,,3,46,1,3-Layer-and-Spring-Example,0,0,0,3,,5,,2,3
layered,,10,2,0,1,1,,1,,9,0,,,3,3,1,3.spring-boot-rest-crud,1,2,0,1,,3,2,1,1
layered,17,10,16,32,8,1,4,54,,101,2,,,22,101,1,accommodation-booking-service,5,9,0,11,3,14,101,8,11
layered,1,7,1,3,2,1,,11,,11,0,,,1,2,1,Actor-Api-SpringBoot-MiniProject,0,1,0,2,,5,2,0,2
layered,2,7,2,1,2,1,1,3,,13,0,,,2,2,1,amitupadhyay7-order-invoice-api,1,1,0,2,,4,2,0,2
layered,1,8,,1,1,1,,1,,5,0,,,0,,1,api-crud-user,0,0,0,1,,3,2,0,1
layered,,11,2,0,2,1,,4,,15,0,,,2,2,1,Applying-Layered-Architectural-Pattern-to-REST-API-with-Spring-Boot,0,2,0,2,,2,2,0,2
layered,13,12,13,22,9,6,,30,13,155,4,,,27,142,1,AppMonopatines,5,9,0,9,4,22,11,13,6
layered,,6,,0,0,0,,0,,47,0,,,0,,,Arabic-Text-Editor-using-design-patterns,0,0,0,,,0,,0,
layered,,11,1,0,1,1,,4,,5,0,,,2,2,1,archive-library-poc,0,1,0,1,,3,2,0,1
layered,2,8,2,2,2,1,,8,,10,0,,,4,2,1,arsitektur-berbasis-layanan-project1-2025,2,2,0,2,,3,2,0,2
layered,1,8,1,1,2,1,,3,,18,2,,,5,1,1,Artemis-Demo,0,1,0,1,1,4,2,4,1
layered,3,6,4,4,4,1,,11,,25,4,,,4,4,,Astronomy-Daily-Prediction-,0,3,0,4,3,3,1,1,4
layered,5,7,5,5,6,1,,60,,31,0,,,10,10,1,Attendance-Management-Application,5,5,39,5,,3,31,0,5
layered,3,10,3,0,3,1,,13,,24,2,,,7,5,1,auth-facade,0,2,0,3,3,6,2,5,3
layered,4,11,9,4,4,1,,21,20,83,2,,,30,17,,auth_layer_architecture_springboot,4,11,0,6,3,3,17,14,6
layered,3,9,1,3,2,1,,4,,17,1,,,3,2,1,Backend_Traini8_Shreya,2,1,0,1,1,3,2,0,1
layered,2,12,7,2,4,1,,5,3,30,1,,,6,8,1,banco-digital,2,4,0,5,2,3,2,0,5
layered,1,8,1,1,0,1,,0,,6,0,,,3,1,1,Bank-App-Layered,1,1,4,1,,3,1,1,1
layered,7,6,6,7,10,1,,15,,62,3,,,11,13,,Bank-Management-System,0,7,0,9,3,2,1,1,9
layered,2,9,1,2,2,1,,4,,16,0,,,1,2,1,Banking-App,0,1,0,1,,3,2,0,1
layered,,9,,4,1,1,,2,,10,0,,,6,1,1,Banking-Application,1,0,0,1,,3,10,4,1
layered,2,8,4,0,4,1,2,17,,17,0,,,13,6,1,Banking-Application-Software,2,6,0,4,,5,17,0,4
layered,3,8,5,3,3,1,,13,,30,3,,,8,5,1,banking-springboot,1,5,0,3,3,3,2,2,3
layered,9,11,24,9,9,1,1,12,55,105,2,,,39,55,1,banking-system,8,16,0,9,1,6,,15,8
layered,1,9,1,1,1,1,,1,,9,0,,,2,2,1,BankingApplication,1,1,0,1,,3,9,0,1
layered,1,8,1,1,1,1,,11,,6,0,,,1,1,1,BankManagementSystem,0,1,0,1,,3,2,0,1
layered,3,9,3,5,3,1,,13,,37,1,,,8,6,1,base-project,3,4,0,3,1,3,2,1,3
layered,1,7,2,12,1,1,,13,,19,4,,,3,2,1,be-test-quantum,1,1,0,1,4,2,,1,1
layered,2,9,4,2,3,1,,19,,26,2,,,6,7,,Billing-Software,0,4,0,3,2,3,2,2,3
layered,,10,6,11,6,1,,49,,47,3,,,9,11,1,Blog-Application,0,6,0,5,3,5,47,3,5
layered,,9,5,8,5,1,,37,,33,0,,,5,10,1,Blog-Application-Backend,0,5,0,4,,3,33,0,4
layered,4,10,4,8,4,1,,13,,36,1,,,7,7,1,blog-rest-api,0,4,0,3,1,3,2,3,3
layered,14,10,21,23,19,7,,47,,141,4,,,34,35,1,blogapplication,6,19,0,18,4,22,141,8,18
layered,1,9,1,1,1,1,,1,,6,0,,,1,1,1,blogpost-rest-api,0,1,0,2,,3,2,0,1
layered,1,8,1,0,1,1,,1,,7,0,,,2,1,1,book-api,1,1,0,1,,3,2,0,1
layered,1,8,1,1,2,1,,13,,7,1,,,2,1,1,Book-API-SpringBoot,1,1,0,1,1,4,2,0,1
layered,2,8,3,10,3,1,,21,,23,1,,,4,5,1,book-author-crud-api,2,2,0,5,1,9,2,0,5
layered,2,9,1,5,2,1,,4,,11,0,,,1,3,1,book-management-system,0,1,0,2,,2,1,0,1
layered,,8,,0,0,1,,0,,22,0,,,0,,1,BOOK-MY-SHOW-Low-Level-Design,0,0,0,,,3,2,0,
layered,7,9,6,9,6,1,,7,,44,2,,,7,6,1,Book-Store,0,6,0,5,2,3,2,1,5
layered,4,8,5,6,1,1,,4,,32,2,,,12,8,1,book-vault,3,6,0,,2,3,2,3,
layered,3,9,3,3,4,1,,5,7,38,0,,,8,6,,booking_flight_app,2,4,0,3,,3,2,2,3
layered,4,9,3,8,3,1,,7,,42,1,,,8,3,1,BookMyShow,4,4,0,2,2,3,2,0,2
layered,,8,1,1,2,1,,3,,12,0,,,3,2,1,books-crud-rest-api,1,1,0,1,,3,2,1,
layered,2,8,,2,2,1,,15,,11,0,,,0,2,1,BookStore-API,0,0,0,2,,3,2,0,2
layered,2,9,6,2,3,1,,7,,38,2,,,8,7,1,book_management_backend,0,4,0,2,2,3,2,4,2
layered,8,10,4,4,3,1,,9,,20,0,,,7,5,1,Boost-EurovisionSongContestApp,3,3,4,3,,3,2,1,3
layered,9,8,11,17,10,1,,48,,109,4,,,21,21,1,BorekStore,6,11,0,20,4,5,2,5,10
layered,4,11,5,5,4,1,,10,3,32,2,,4,9,7,1,bp-archunit-examples,0,7,15,4,2,3,3,0,4
layered,4,8,1,4,2,1,,4,,17,0,,,5,1,1,Buy-Now-Pay-Later-Backend,4,1,0,2,,3,5,0,2
layered,4,8,4,12,5,1,,8,,33,0,,,10,8,1,ByteBlog,0,4,0,4,,4,2,0,4
layered,4,9,,4,1,1,,2,,10,0,,,4,,1,Cab-Booking-System,3,0,0,,,3,2,0,
layered,2,8,2,2,2,1,,2,,14,0,,,6,2,1,cadastro-ninjas,2,2,0,2,,3,2,2,2
layered,,9,2,0,1,1,,1,,8,0,,,1,2,1,calculator-mvc,0,1,0,2,,6,2,0,2
layered,,9,1,0,2,1,,7,,6,0,,,2,1,1,calculator-springboot-thymeleaf,0,1,0,2,,3,2,0,2
layered,,8,5,0,6,1,,44,,28,0,,,10,5,1,Campus-Recruit-API,5,5,12,6,,3,7,0,6
layered,,9,5,0,6,1,,44,,28,0,,,10,5,1,CampusRecruit-API,5,5,12,6,,3,7,0,6
layered,1,11,1,1,1,1,,1,,13,1,,,2,2,1,Car-Rental-System,0,1,0,1,1,3,2,1,1
layered,2,9,2,0,0,1,2,0,,10,1,,,4,2,1,Children-Daycare,2,2,0,,1,4,2,0,
layered,,8,1,1,1,1,,9,2,15,0,5,1,5,1,1,clean_architecture_spring_boot,0,3,2,1,2,3,5,2,1
layered,2,11,,1,1,1,1,6,1,11,1,4,2,1,,1,Clean_Arch_With_Spring,0,0,0,1,1,3,6,0,1
layered,1,9,1,6,2,1,,10,,13,1,,,2,1,1,client-spring-rest,1,1,0,1,1,3,2,0,1
layered,2,9,3,1,3,1,1,4,,16,0,,,2,4,1,Cloud-Vendor,0,1,4,3,,19,2,0,3
layered,2,9,,1,2,1,1,3,,14,0,,,1,3,1,CloudVendorAPI,0,1,0,1,,5,2,0,1
layered,2,8,2,2,2,1,,2,,10,0,,,2,2,1,codec_project_2_ecommerce_app,0,2,0,2,,3,2,0,2
layered,1,8,1,3,2,1,,12,,10,0,,,1,1,1,CoderHack,0,1,0,1,,3,2,0,1
layered,1,8,1,1,1,1,,3,,9,0,,,1,1,1,coffee-orders,0,1,0,2,,4,1,0,2
layered,1,8,1,0,1,1,1,2,1,6,0,,,3,1,1,ColtWarrenAssignment11,1,1,0,1,,2,2,0,1
layered,14,10,8,2,5,1,4,9,17,75,1,29,5,20,8,1,Commercia-360-API,4,4,0,6,1,5,28,12,5
layered,1,9,4,1,1,1,,8,,9,0,,,4,9,1,country-service-app,0,2,0,2,,3,2,2,1
layered,4,7,4,32,5,1,,23,,26,0,,,12,4,1,Course_Enrollment_System,8,4,0,4,,3,2,0,4
layered,1,8,3,0,8,1,1,11,,27,1,,,21,7,1,COVID-19-Impact-Analysis-API-,2,19,0,8,1,3,2,4,7
layered,1,7,1,1,1,1,,1,,7,0,,,1,2,1,crud,0,1,0,1,,3,2,0,1
layered,1,8,1,1,2,1,,2,,6,0,,,2,1,1,crud-kasumi-api,1,1,0,1,,3,2,0,1
layered,3,9,4,3,4,1,,8,,22,1,,,10,7,1,CRUD-LOGIN-Security-Spring-Application,3,7,11,4,1,3,22,0,4
layered,1,7,1,5,3,1,,7,,8,0,,,1,1,1,crud-spring-boot,0,1,0,1,,3,2,0,1
layered,1,9,1,1,2,1,,2,,8,1,,,3,1,1,CRUD-With-SpringBoot-and-Architecture-Layered,1,1,0,2,1,3,2,0,2
layered,1,9,1,1,1,1,,1,,7,0,,,1,2,1,CRUDBackend-LayeredArchitecture-SpringBoot-ReactJS-MySQL,0,1,0,1,,2,,0,1
layered,5,7,12,25,5,1,,23,9,89,3,,,10,15,1,Cryptocurrency-Wallet,2,8,0,7,5,10,1,0,7
layered,2,8,4,8,3,1,,14,,35,7,,,9,4,1,CurrencyXRatesRedisRabbitMQ,2,3,0,3,5,6,2,4,3
layered,1,8,2,1,1,1,,1,,9,1,,,1,3,1,customer-management-backend,0,1,0,1,1,3,,0,1
layered,,12,3,3,3,1,,3,,23,0,,,6,6,1,Customer-Management-System,3,3,3,3,,3,2,0,3
layered,,8,1,4,1,1,,3,,14,0,,,3,1,1,CustomOrderSystem-SpringApplication-,0,1,0,1,,4,14,1,1
layered,4,8,4,5,4,1,,4,,19,0,,,4,4,,databaseAPI,0,4,10,4,,3,2,0,4
layered,1,8,1,2,3,1,,11,,13,0,,,2,2,1,DataHandlingValidationApplication,1,1,0,1,,3,13,0,1
layered,12,9,7,4,3,1,5,3,30,73,0,1,,12,7,1,ddd-layered-example,4,6,0,3,,3,6,2,3
layered,1,6,1,1,1,1,,7,,5,0,,,1,1,,DemoApplication,0,1,0,1,,2,5,0,1
layered,3,8,6,9,4,1,,24,15,46,1,14,,6,8,1,DietPlanFullStackApplication,0,4,0,6,1,15,46,2,6
layered,1,8,1,1,2,1,,5,,11,0,,,1,2,1,digital-library,0,1,0,1,,3,2,0,1
layered,3,8,3,3,1,1,,1,,15,0,,,1,15,1,Digital-Wallet-MicroService-RESTful-API,0,1,0,1,,3,2,0,1
layered,,9,7,20,7,1,,12,,42,0,,,6,13,1,dockerize-car-rent-management-system-api,0,6,11,8,,4,1,0,8
layered,,6,,0,0,0,,0,,1,0,,,0,,,DollarsBankApp,0,0,0,,,0,,0,
layered,1,8,1,1,3,1,,7,,9,0,,,1,1,1,DoneDesk,0,1,0,2,,3,2,0,1
layered,3,9,4,13,3,1,,4,,29,2,,,7,4,1,dream-games-backend-engineering-case-study,3,2,0,2,2,3,2,2,2
layered,2,9,2,2,2,1,1,4,,13,1,,,4,2,1,DTO-CRUD,1,2,0,1,1,3,2,0,1
layered,9,10,11,21,6,1,,45,,93,5,,,27,11,1,E-Learning-Management-System,9,9,0,4,5,5,3,9,4
layered,4,9,13,19,6,1,,24,,77,7,,,14,22,1,e-shop,4,7,0,10,7,6,2,3,10
layered,5,13,9,44,6,1,1,16,,85,6,,,19,14,1,easymenu,4,10,0,10,6,15,2,5,10
layered,1,7,3,5,3,1,,3,,24,1,,,6,3,1,ecommerce-db-maven-api-javafx_backend,2,3,0,5,1,8,,1,4
layered,2,9,3,14,3,1,,9,,28,3,,,6,5,1,ecommerce-spring-back,2,3,0,2,3,4,3,1,2
layered,4,10,5,24,5,1,,8,,51,3,,,13,10,1,ECommerceAPI,4,5,0,4,3,4,2,3,4
layered,,9,,1,1,1,,4,,6,0,,,3,1,1,ecommerce_backend_java,1,1,0,1,,3,2,1,
layered,4,9,9,37,5,1,,7,,42,1,,,9,13,1,EduConnect,4,5,13,4,1,5,2,0,4
layered,,6,,,,,,,,0,,,,,,,EduPanel,,,,,,,,,
layered,,9,4,0,5,1,,39,,25,0,,,8,4,1,EduTrack,4,4,17,4,,3,2,0,4
layered,1,8,1,1,1,1,,1,,6,0,,,2,1,1,employee-api,1,1,0,1,,3,2,0,1
layered,1,8,1,1,1,1,,1,,7,0,,,2,1,1,employee-crud,1,1,0,2,,5,2,0,2
layered,1,8,1,4,3,1,,13,,15,0,,,1,2,1,Employee-Data-Handler,0,1,0,1,,2,2,0,1
layered,,6,1,0,1,1,,10,,8,0,,,2,2,,employee-management,1,1,0,1,,4,1,0,1
layered,1,8,1,1,1,1,,1,,8,0,,,2,2,1,employee-Management-,1,1,1,1,,3,2,0,1
layered,1,9,1,1,1,1,,1,,6,0,,,2,1,1,employee-management-system,1,1,0,1,,3,2,0,1
layered,1,7,1,1,1,1,,5,,7,0,,,3,2,,Employee-Management-System-A-Spring-Boot-CRUD-Web-Application,1,1,6,1,,3,7,0,1
layered,1,9,1,1,1,1,,2,,10,0,,,1,2,1,Employee-Management-System-Backend-,0,1,0,1,,3,2,0,1
layered,,10,1,1,1,1,,1,,6,0,,,2,1,1,Employee-Portal,1,1,0,1,,3,2,0,1
layered,1,8,3,7,2,1,,4,,16,2,,,2,16,1,employee-service,1,1,0,2,2,3,2,0,2
layered,1,9,5,3,3,1,,8,,25,1,,,4,8,1,EmployeeApp,1,3,1,3,1,3,3,0,3
layered,1,7,,1,1,1,,1,,5,0,,,1,,1,EmployeeCRUDProject,0,1,0,1,,2,1,0,1
layered,1,9,1,1,2,0,,4,,11,2,,,1,2,1,EmployeeDirectory,0,1,0,1,2,0,,0,1
layered,1,8,2,4,4,1,,9,,14,1,,,3,3,1,EmployeeManagementApplication,0,1,0,4,1,5,14,0,4
layered,2,10,2,9,3,1,,4,,23,0,,,4,4,1,EmployeeManagementSystem,2,2,0,2,,3,2,0,2
layered,1,9,1,1,2,1,,3,,11,0,,,2,2,1,employeeMangement,1,1,0,1,,3,2,0,1
layered,1,8,1,1,1,1,,1,,6,0,,,1,1,1,Employee_Management_Springboot,0,1,0,1,,3,2,0,1
layered,1,9,1,1,1,1,,2,,10,0,,,1,2,1,ems-backend,0,1,0,1,,3,2,0,1
layered,1,9,2,9,2,1,,3,,12,0,,,1,3,1,ems-rest-api,0,1,0,2,,3,2,0,2
layered,,10,5,0,3,1,,11,,34,1,,,13,10,1,EncheresWebApp,5,5,0,3,1,3,2,0,3
layered,1,8,3,1,2,1,,4,,11,1,,,2,11,1,estore-product-service,1,1,0,1,1,3,2,0,1
layered,2,10,2,2,3,1,,7,,21,0,,,2,4,1,Event-Management-System,0,2,0,2,,3,2,0,2
layered,5,7,5,5,5,1,,5,,30,0,,,13,6,1,EventManagementApp,8,5,0,5,,3,2,0,5
layered,4,8,5,30,6,1,,42,,31,0,,,11,5,1,EventMangament,6,5,0,5,,3,2,0,5
layered,9,8,10,11,8,1,,20,,74,1,,,21,19,1,Ex-Manage,9,9,0,16,1,4,2,4,8
layered,1,8,1,2,1,1,,2,,6,0,,,2,1,1,Expense-tracker,1,1,0,1,,3,2,0,
layered,5,11,11,15,14,6,,74,,149,12,,,24,20,1,expensetracker,5,10,0,9,14,20,12,9,9
layered,3,8,5,3,3,1,,31,,23,1,,,8,5,1,Expense_Management_Backend,3,5,0,4,1,5,2,0,4
layered,,12,,0,4,1,,8,,38,0,,,8,,1,Extended-MVC-Architecture-Layered-with-SpringBoot-Data-JPA-Maven-Web-MVC-Point-of-Sales-System-POS-,5,0,22,3,,2,,3,3
layered,,10,4,0,1,1,,6,6,12,0,,,2,5,1,External_API_Calling_System,0,2,0,2,,3,4,0,2
layered,,9,,2,1,1,,14,,6,0,,,2,1,1,E_Commerce_Backend,1,1,0,1,,3,2,0,
layered,3,10,11,5,4,1,,10,,65,3,,,9,14,1,FemCoders-Mentor-Hub-Backend,0,6,0,6,3,9,2,3,6
layered,3,9,2,3,3,1,,7,,24,1,,,8,4,1,FirstSPringBootProject,2,2,0,3,1,6,2,4,3
layered,3,7,5,11,4,1,,11,,65,1,,,9,8,1,FitnessTrackerAPI,3,5,0,3,1,2,10,1,3
layered,3,9,7,3,4,1,,33,,56,0,,,7,10,1,flashcards-api,0,3,0,7,,14,2,4,7
layered,,10,6,7,3,1,,19,,38,2,,,9,6,1,flight-boot,0,6,0,3,2,4,4,3,3
layered,2,8,2,2,2,1,,2,,10,0,,,2,2,1,Flight_Booking,0,2,0,2,,3,2,0,2
layered,,6,,,,,,,,0,,,,,,,FootLockerApp,,,,,,,,,
layered,2,10,5,10,5,1,,16,,35,2,,,9,9,1,foro_hub,2,5,0,4,2,3,2,2,4
layered,4,10,4,4,4,1,,4,8,30,0,,,12,8,1,Full-Stack-2-Assignment-1,4,4,0,4,,3,18,4,4
layered,2,8,2,5,2,1,,12,,18,1,,,2,2,1,gameslist,0,2,0,2,1,3,2,0,2
layered,1,8,1,0,1,1,1,4,,7,0,,,1,1,1,global-superstore,0,0,0,1,,3,2,0,1
layered,6,9,3,3,3,1,,12,,17,0,,,7,3,1,Good-Reads-Advanced,4,3,0,3,,3,2,0,3
layered,4,9,4,4,5,1,,36,,35,1,,,5,8,1,Grade-Management-System-Rest-Api-Spring-Boot,0,4,0,4,1,4,3,1,4
layered,,9,1,0,1,1,,3,,5,0,,,0,1,1,grade-submission,0,0,0,1,,3,2,0,1
layered,6,11,6,7,2,1,,3,18,63,0,31,,13,12,,graphql-implementation,0,11,0,2,,3,14,1,2
layered,3,11,3,3,3,1,,19,,43,1,,,8,3,1,Guess_Card_Game,0,3,0,4,1,3,2,2,4
layered,6,8,1,6,5,1,,12,,22,0,,,0,1,1,ha_web_deployment_2,0,0,0,6,,5,2,0,6
layered,2,13,2,8,3,1,1,6,,30,2,,,6,2,1,hello-spring-layered-architecture,1,1,0,9,1,13,,4,7
layered,4,15,4,12,8,3,,27,21,97,6,44,14,9,4,1,hexagonal-architecture,1,6,0,1,5,12,28,1,1
layered,1,11,,2,1,1,,1,6,14,1,3,2,3,,1,hexagonal-architecture-clean-arch,1,0,0,1,1,4,2,2,1
layered,,12,2,9,3,1,,7,7,41,4,,,7,4,1,hexagonal-architecture-with-spring-boot-practice,2,2,0,3,3,2,,3,3
layered,4,8,4,8,5,1,,40,,21,1,,,8,4,1,HMSBackend,1,4,0,4,1,2,1,0,4
layered,14,8,14,54,11,1,1,19,,111,4,,,37,111,1,homeService,9,12,0,11,4,3,1,16,11
layered,2,6,2,0,0,0,2,0,,8,0,,,0,2,,Homework4,0,0,0,,,0,,0,
layered,4,8,6,4,5,1,,37,,27,1,,,5,6,1,hoobank_backend,0,5,16,5,1,8,2,0,5
layered,12,9,13,42,13,1,,117,,134,2,,,25,24,1,hospital-management-app,11,13,0,12,2,3,3,1,12
layered,3,8,3,9,3,1,,6,,15,0,,,4,3,1,hospital-management-system,1,3,0,3,,3,2,0,3
layered,3,11,,3,1,1,,4,,9,0,,,3,,1,HospitalManagmenetSystem,3,0,0,1,,3,2,0,1
layered,,12,8,10,8,1,,17,,57,0,,,7,57,1,hotel-management-service,0,7,0,7,,3,2,0,7
layered,4,10,3,4,2,1,,2,,18,0,,,5,6,1,hotel-management-system,1,3,0,2,,3,2,0,2
layered,3,9,6,3,3,1,,5,,26,0,,,6,9,1,Hotel-Management-System-Spring-Boot,3,3,0,6,,3,1,0,6
layered,1,11,3,1,1,1,,2,,24,2,7,,6,3,,house-of-chaos-main,1,3,0,1,2,3,2,2,1
layered,1,9,1,1,1,1,,1,,5,0,,,1,1,1,hr-portal,0,1,0,1,,2,1,0,1
layered,1,8,1,1,1,1,,13,,10,2,,,2,2,1,human-resources-backend,1,1,0,1,2,3,2,0,1
