architecture,pkg_repository,max_package_depth,class_service,import_data,controller,springboot_app,class_repository,import_web,pkg_domain,total_java_files,configuration,pkg_infrastructure,pkg_usecase,import_stereotype,pkg_service,has_app_config,repo_name,repository,service,import_jpa,pkg_controller,class_config,import_boot,pkg_application,component,class_controller
layered,,9,2,1,3,1,,14,,14,0,,,2,3,1,SpringBoot-Restfull-APIs,1,1,0,3,,6,2,0,3
layered,1,9,3,1,2,1,,9,,13,0,,,1,13,1,Springboot-restfull-webService,0,1,0,1,,3,2,0,1
layered,1,8,1,3,1,1,,1,,8,0,,,2,1,1,springboot-tuition-app-backend,1,2,0,1,,3,2,0,1
layered,1,9,1,1,1,1,,1,,6,0,,,2,1,1,SpringBootApp,1,0,0,1,,3,2,1,1
layered,1,6,1,3,2,1,,5,2,14,0,,,3,5,1,SpringBootComplete,1,1,0,2,,2,1,1,2
layered,,7,2,2,3,1,,17,,13,0,,,3,4,1,SpringBootCRUD,0,2,0,3,,3,2,0,3
layered,1,8,1,0,1,1,1,1,,6,0,,,2,1,1,SpringBootDemoProject,1,1,0,1,,3,2,1,1
layered,1,8,2,6,1,1,,1,,9,0,,,1,3,1,SpringBootExample,0,1,4,1,,4,2,0,1
layered,,8,1,0,1,1,,2,,5,0,,,3,1,1,SpringBootExcelReport,0,1,0,1,1,2,,2,1
layered,2,10,5,6,6,3,,23,,48,2,,,7,31,1,SpringBootExercise,1,5,0,4,2,12,5,2,4
layered,2,8,1,2,1,1,,2,2,8,0,,,2,1,1,SpringBootHibernate,1,1,6,1,,3,2,0,1
layered,1,8,2,1,1,1,,4,,9,0,,,4,2,1,SpringBootKafkaIntegration,0,0,6,1,,3,2,4,1
layered,,7,,0,0,1,,0,,2,0,,,0,,1,SpringBootLayeredArchitecture,0,0,0,,,3,2,0,
layered,12,10,14,39,18,4,,28,,74,8,,,27,54,1,SpringBootPrj,8,8,0,15,8,15,10,0,15
layered,1,8,1,1,1,1,,2,,6,0,,,1,1,1,springbootproject,0,1,0,1,,3,2,0,1
layered,,10,,0,1,1,,2,,4,0,,,0,,1,SpringBootRestAPI,0,0,0,1,,3,2,0,1
layered,5,12,1,7,2,1,2,10,,33,9,,,1,18,1,springbootstrap,0,1,9,1,5,8,1,0,1
layered,1,9,2,1,3,1,,7,,13,0,,,2,4,1,SpringBootStudentCrud,0,2,4,1,,3,2,0,1
layered,2,8,3,1,1,1,1,1,,14,0,,,2,3,1,SpringBootTestingExercise,1,1,2,3,,14,2,0,1
layered,2,9,2,2,4,1,,7,,25,1,,,4,2,1,SpringBootW2_2.4-2.10,2,2,0,2,1,3,2,0,2
layered,4,9,9,14,8,5,,24,,76,0,,,22,15,1,SpringBoot_Mini_projects,1,9,0,9,,26,10,7,9
layered,3,9,4,4,2,1,,8,,30,2,,,7,7,1,SpringBoot_RefreshToken_JWT,1,3,0,4,2,4,2,4,2
layered,1,8,1,2,1,1,,2,,7,1,,,3,1,1,Springboot_Rest_API,1,1,0,1,1,4,2,0,1
layered,,10,1,0,2,1,,4,,11,0,,,2,2,1,SpringBoot_Rest_Api_Implementation,1,1,0,1,,3,2,0,1
layered,1,8,1,1,2,1,,3,,10,0,,,1,2,1,Springboot_REST_API_Project01,0,1,0,1,,5,2,0,1
layered,,8,1,3,2,1,,5,,7,0,,,2,1,1,SpringEcom,1,1,0,2,,3,2,0,2
layered,1,8,1,0,1,1,1,3,,9,0,,,1,1,1,SpringGrades,0,0,0,1,,3,2,0,1
layered,1,8,1,5,4,1,,1,,9,0,,,1,1,1,Spring_3_layer_basic_CRUD,0,2,0,1,,3,2,1,1
layered,1,8,1,1,1,1,,5,,6,0,,,1,1,1,Spring_Boot-Project,0,1,0,1,,3,2,0,1
layered,4,8,4,6,4,1,,31,,22,0,,,12,8,1,Spring_Boot_apiEndpoint_statusCode_JPA,4,8,0,4,,3,2,0,4
layered,1,8,1,1,2,1,,3,,8,0,,,2,1,1,Spring_BOOT_REST_4-_LAYER,1,1,0,1,,3,2,0,1
layered,1,9,1,2,3,1,,6,,15,1,,,2,1,1,Spring_Boot_Web,1,1,0,1,1,4,2,0,1
layered,1,9,1,2,1,1,,9,,6,0,,,2,1,1,Srpingboot-CRUD-,1,1,0,1,,3,2,0,1
layered,1,8,1,1,3,1,,6,,20,0,,,2,2,1,Standard_project_2,1,1,0,1,,3,2,0,1
layered,2,13,1,4,3,1,,7,,48,2,,,8,12,,starbucks-mernis,0,7,0,2,2,2,1,0,2
layered,2,9,2,2,3,1,,4,,16,0,,,2,2,1,stock-backend,0,2,0,2,,3,2,0,2
layered,3,10,3,3,4,1,,10,,44,0,,,10,6,1,student-course-management-system,3,4,0,6,,3,2,3,3
layered,1,8,1,1,2,1,,3,,22,0,,,4,1,1,student-crud-springboot,1,1,0,1,1,3,2,2,1
layered,1,8,1,0,1,1,1,3,,9,0,,,3,1,1,Student-Grade-API,1,1,0,1,,3,2,0,1
layered,9,8,,10,7,1,,9,,38,2,,,1,,1,student-management-backend,0,0,0,7,2,4,2,1,7
layered,1,8,1,0,1,1,,1,,6,0,,,1,1,1,Student-Management-System,0,1,0,1,,3,2,0,1
layered,1,8,2,1,2,1,,3,,11,0,,,2,4,1,Student-Management-System-BackEnd,0,2,0,2,,2,,0,2
layered,1,7,1,2,1,1,,9,,7,1,,,2,1,1,Student-Managment-API-,1,1,0,1,1,4,2,0,1
layered,3,8,5,13,3,1,,9,,52,2,,,14,9,1,StudentCourseDemoProject,3,4,19,,1,4,2,7,
layered,2,8,1,3,2,1,,3,,12,0,,,3,2,1,StudentCourseManagementSystemApp,2,1,0,1,,3,2,0,1
layered,4,10,4,4,5,1,,6,,23,0,,,8,4,1,StudentManagement-springBoot,4,5,0,4,1,6,3,0,4
layered,1,9,1,1,2,1,,13,,10,0,,,2,1,1,StudentRegistration,1,1,0,1,,4,1,0,1
layered,,6,2,0,0,0,,0,,12,0,,,0,2,,Students-management-System,0,0,6,,1,0,,0,
layered,,9,5,4,4,1,,6,,32,0,,,3,8,1,supermarket-management-system-api,0,3,7,4,,7,,0,4
layered,1,9,1,1,1,1,,1,,8,1,,,2,1,1,system-academy_webapi_layered-architecture_java-17,1,1,0,,1,3,2,0,
layered,1,7,,1,2,1,,5,,6,0,,,0,,1,Task-API,0,0,0,1,,3,1,0,1
layered,1,9,1,2,1,1,,3,,8,0,,,2,2,1,Task-Manager,1,1,0,2,,4,2,1,1
layered,,7,1,0,3,1,,4,,8,0,,,1,1,1,Task-Manager-API,0,1,0,1,,3,2,0,1
layered,1,8,1,1,1,1,,8,,8,0,,,2,1,1,TaskFlow,1,1,0,1,,3,2,0,1
layered,,9,,0,0,1,,0,2,4,0,,,0,,,taskManagementAPI,0,0,0,,,3,2,0,
layered,,8,2,0,2,1,,2,,12,0,,,2,2,,taskmanager-springboot,0,2,0,2,,3,2,0,2
layered,3,10,3,3,4,1,,23,9,30,0,,,8,6,1,tasks_app,2,3,0,4,,3,2,3,3
layered,4,10,4,4,5,1,,7,,41,2,,,4,8,1,TeacherInformationSystem,0,4,0,4,2,3,2,0,4
layered,3,7,1,3,0,1,,1,,15,0,,,4,3,1,Team-Task-Pro,3,1,0,,,3,2,0,
layered,3,12,12,3,1,1,,0,16,124,2,30,,51,14,,telegram-bot,0,13,0,5,,8,68,37,9
layered,1,7,1,1,1,1,,1,,6,0,,,2,1,1,telusko07_spring_boot_web_product,1,1,0,1,,3,2,0,1
layered,2,10,4,3,3,1,,12,,28,3,,,4,4,1,template,0,3,11,3,3,3,2,1,3
layered,5,9,9,10,7,1,,18,,52,4,,,15,9,,tennis-tournament,4,9,0,6,4,4,3,2,6
layered,,10,8,3,2,4,,6,,22,0,,,4,20,1,The-Quiz-Application,2,2,0,2,,12,22,0,2
layered,4,8,,1,0,1,2,0,,18,0,,,2,,1,The_telephone_directory,2,0,0,,,6,2,0,
layered,2,7,2,6,2,1,,3,,18,0,,,4,4,1,TimeSheet,1,2,0,2,,3,2,1,2
layered,1,10,2,3,4,1,,11,,11,1,,,7,2,1,Todo-s-Project,0,2,0,4,1,3,2,0,4
layered,1,9,3,1,3,1,,5,,16,0,,,5,4,1,ToDo_Application,1,3,4,2,,4,16,1,2
layered,5,8,1,6,2,1,,4,,25,0,,,2,2,1,Travel-Management-System,0,1,0,2,,5,2,1,2
layered,1,7,1,4,2,1,,11,,11,0,,,1,2,1,Traveller-Management-REST-API,0,1,0,2,,5,2,1,2
layered,5,8,13,5,7,1,,18,,73,1,,,14,20,1,twitter-api,0,8,0,6,1,2,1,6,6
layered,6,9,6,6,7,1,,8,,47,1,,,9,13,1,twitter-clone-api,0,6,0,6,1,3,2,2,6
layered,2,7,2,16,1,1,,1,,11,0,,,2,2,1,unittest,0,1,0,2,,8,2,0,2
layered,1,10,1,5,0,1,,2,,19,3,,,1,9,1,university--layered-architecture-with-spring-boot-demo,1,0,4,2,3,10,2,0,
layered,2,8,2,3,2,1,,10,,13,0,,,4,2,1,User-Education-Management,2,2,0,2,,3,2,0,2
layered,1,8,1,1,2,1,,9,,9,0,,,1,2,1,User-Management-api,0,1,0,1,,3,2,0,
layered,1,8,1,6,1,1,,1,,8,1,,,1,2,1,user-management-springboot,0,1,0,1,1,3,2,0,1
layered,1,6,1,1,3,1,,7,,15,0,,,2,2,1,User-Management-System,1,1,4,2,,5,2,0,2
layered,6,10,4,18,3,1,2,5,2,27,2,14,,2,4,1,UserManagementSystem,2,0,0,8,2,5,8,0,2
layered,,7,,0,0,1,,0,,2,0,,,0,,1,User_Mangement,0,0,0,,,3,2,0,
layered,10,9,12,12,9,1,1,37,17,110,1,,,61,22,1,Valley-eCommerce-prototype,9,11,31,9,1,7,1,33,9
layered,,11,1,29,7,1,,9,,62,2,,,13,8,1,VeterinaryManagementSystem,6,7,0,6,1,3,2,0,6
layered,,10,1,45,8,1,,12,,71,2,,,15,9,1,VetManagementSystem-backend,7,8,0,7,2,3,2,0,7
layered,,9,3,0,1,1,,3,,8,0,,,3,5,1,weather-stats-static,0,3,0,1,,3,2,0,1
layered,1,8,1,1,1,1,,4,,10,0,,,2,1,1,weatherdata,0,1,0,1,,3,2,1,1
layered,5,9,4,5,5,1,,23,,28,1,,,4,28,1,webservice-springboot3-jpa,0,4,0,,1,4,2,0,
layered,5,9,4,5,5,1,,23,,28,1,,,4,6,1,workshop-springboot3-jpa,0,4,0,,1,4,2,0,
layered,7,11,9,21,8,1,1,30,,77,5,,,15,9,1,workshop_springBoot_jpa_2.0,1,7,0,15,4,12,1,7,11
layered,2,9,2,8,3,1,,6,2,18,1,,,4,3,1,workshop_springboot_mongodb,2,2,0,,,4,2,0,
layered,3,8,4,20,5,1,,14,,34,5,,,7,4,1,Y-Spring-Boot,0,4,0,4,5,3,2,3,4
layered,7,9,11,10,8,1,,41,,69,6,,,13,19,1,zource-backend,0,10,14,7,6,3,1,2,7
mvc,,8,3,0,1,1,,1,,9,2,,,3,3,1,-CRUD-Spring-boot-Postgres-,2,1,0,1,,5,2,0,1
mvc,1,7,1,2,1,1,,12,,6,0,,,2,1,1,-E-Commerce-Product-Management-Backend-Spring-Boot-Project-,1,1,0,1,,3,2,0,1
mvc,1,7,8,6,6,1,,18,,30,3,,,23,8,1,-E-commerce-shopping-website,1,9,0,6,2,4,2,7,6
mvc,1,10,1,1,3,1,,4,,12,0,,,3,2,1,-Springboot-MVC-CRUD,0,1,0,3,,3,2,0,3
mvc,6,8,6,9,6,1,,45,,26,0,,,12,6,1,2nd-Year-Final-Project,6,6,24,6,,3,2,0,6
mvc,13,9,15,14,14,1,,19,,72,1,,,35,27,1,accounting-group-website-backend,13,15,20,14,1,4,2,0,14
mvc,3,7,3,3,3,1,,3,,14,0,,,3,3,1,AgriTrack-Android-App,0,3,0,3,,3,2,0,3
mvc,1,8,1,0,0,0,,0,,11,0,,,0,2,1,AngularSpringBootMVC1,0,0,0,2,1,0,2,0,1
mvc,6,13,,5,2,2,1,9,16,35,3,16,9,4,3,,api-clean-architecture-inventario,1,0,4,2,3,5,5,5,2
mvc,3,8,3,3,4,1,,4,,19,0,,,9,3,1,app_web,1,3,0,4,,4,2,1,4
mvc,,8,1,0,4,1,,0,,12,0,,,6,1,1,ARTI-Desktop-App,0,1,0,4,,3,3,0,4
mvc,,8,3,3,1,1,,2,,13,1,,,4,4,1,Attrition-Analysis-System,0,1,0,1,1,3,2,3,1
mvc,4,12,5,8,4,1,,18,,30,1,,,6,9,1,Audiobook-Shop-Angular-Spring,0,5,0,4,1,3,2,1,4
mvc,7,12,15,4,4,1,3,22,12,88,2,,,26,23,,auth_mvc_architecture_springboot,4,8,0,22,3,12,8,14,8
mvc,9,7,,10,2,2,4,2,,36,0,,,6,,1,Backend-VenteVue,3,3,0,3,,5,3,0,3
mvc,6,8,16,19,5,1,,17,,60,3,,,24,23,1,back_AME-EN-HARMONIE,6,14,0,10,3,7,3,4,10
mvc,2,12,7,2,4,1,,5,3,30,1,,,6,8,1,banco-digital,2,4,0,5,2,3,2,0,5
mvc,18,10,24,30,14,1,5,36,,104,1,,,35,24,1,Band-Management-System,6,14,0,25,1,36,2,1,25
mvc,3,8,2,3,2,1,,6,,24,0,,,2,4,1,Banking-Apllication-By-Using-Hibernate-Springboot-and-JPA,0,2,0,2,,3,2,0,2
mvc,5,8,3,5,3,1,,4,,19,1,,,5,3,1,banque-mvc,0,3,0,2,1,4,2,0,2
mvc,3,6,3,3,3,1,,5,,14,0,,,9,3,1,Basketball-League-Data-Base,3,3,0,3,,3,2,0,3
mvc,1,9,3,1,2,1,,8,,24,1,,,4,3,1,be-salon-api,0,3,0,1,1,3,2,1,1
mvc,,8,,2,1,1,,1,,7,0,,,0,7,1,beerdistribution-microservice,0,0,0,2,,4,2,0,2
mvc,,11,3,15,4,1,,36,,29,2,,,10,5,1,billing-app,0,3,58,4,2,4,2,3,4
mvc,1,7,1,1,1,1,,3,,7,0,,,2,2,1,Billing-jetBlue,0,1,5,1,,3,2,0,1
mvc,5,10,6,11,8,1,,27,,49,2,,,12,11,1,blog-app,3,6,0,7,2,5,2,3,7
mvc,5,6,4,0,3,1,,6,,22,1,,,11,4,1,BlogApplication,4,4,18,3,1,3,22,1,3
mvc,,9,6,14,6,1,,46,,46,1,,,10,11,1,Blog_Application_Using_SpringBoot_Framework,1,6,0,5,1,4,46,3,5
mvc,1,8,1,1,2,1,,13,,7,1,,,2,1,1,Book-API-SpringBoot,1,1,0,1,1,4,2,0,1
mvc,16,9,10,64,6,1,,44,,90,2,,,22,16,1,Book-Store,8,7,0,8,3,9,2,7,8
mvc,3,9,5,11,7,3,1,18,,31,1,,,10,5,1,BookLibrary-system,2,6,2,7,1,12,6,1,7
mvc,3,9,6,3,4,1,,7,,18,0,,,7,6,1,BookManagementSystem-SpringBoot,0,3,0,4,,3,2,0,4
mvc,2,8,3,2,3,1,,6,,14,1,,,6,3,1,BookRentalSystem,1,3,4,3,1,5,2,0,3
mvc,1,8,1,1,2,1,,9,,9,0,,,3,1,1,Books-and-Authors-Spring-Boot,1,1,8,2,,5,2,0,1
mvc,4,9,5,2,3,1,2,11,,37,1,5,,7,5,1,Books-API-Spring-Boot-Project-First,0,4,0,2,1,6,2,3,2
mvc,5,8,5,12,2,1,3,2,,23,0,,,6,7,1,books-app,2,2,2,6,,15,2,0,5
mvc,,10,,0,6,1,,17,,23,0,,,13,,1,BookstoreSpringProject,6,0,0,6,,3,2,1,6
mvc,9,9,4,8,9,1,,30,,40,0,,,12,4,1,Boost-SpringBoot-CommentApp-IntegratedDockerAndKubernetes,3,4,4,8,,3,2,2,8
mvc,,9,2,0,4,1,,5,,13,0,,,6,3,,Breach-Watch,0,3,0,4,,3,2,0,4
mvc,1,6,,1,3,2,,8,,11,2,,,5,,1,Bulls-and-Cows,0,1,0,3,2,4,2,1,3
mvc,,9,2,0,1,1,,1,,8,0,,,1,2,1,calculator-mvc,0,1,0,2,,6,2,0,2
mvc,,7,5,0,6,1,,44,,28,0,,,10,5,1,Campus-Connect,5,5,12,6,,3,7,0,6
mvc,1,8,1,1,3,2,,4,,11,0,,,3,1,1,Car-exchange-app,0,1,0,3,,7,4,0,3
mvc,,8,1,0,1,1,,3,,8,0,,,5,2,1,CareerMapSpring,0,4,0,1,,4,2,0,1
mvc,1,10,1,1,2,1,,7,,23,3,,,6,1,1,carmaker-api,1,1,0,2,1,7,2,4,2
mvc,4,8,3,19,4,1,4,15,,33,2,,,11,3,1,chatcake-spring,3,3,0,3,2,3,2,5,3
mvc,7,9,3,3,5,1,2,5,,25,1,,,4,3,1,ChatGod,1,3,0,5,1,3,2,0,5
mvc,,13,13,0,0,0,,10,,187,5,,,36,25,1,ClonedIn,11,13,72,6,5,0,1,16,6
mvc,1,6,,1,1,1,,10,,5,0,,,1,,,CMS-Backend,1,0,6,1,,2,1,0,1
mvc,1,8,1,3,2,1,,12,,10,0,,,1,1,1,CoderHack,0,1,0,1,,3,2,0,1
mvc,3,7,3,3,1,1,,6,,15,0,,,6,6,1,college-admission-system,2,3,0,1,,3,2,0,1
mvc,1,8,1,0,1,1,1,2,1,6,0,,,3,1,1,ColtWarrenAssignment11,1,1,0,1,,2,2,0,1
mvc,3,7,2,12,6,1,,27,,22,1,,,4,2,1,ContactManager,0,1,22,5,1,3,2,0,5
mvc,1,8,1,1,1,1,,4,,7,0,,,3,2,1,CoreEmpSystem,1,1,0,1,,4,2,0,1
mvc,,7,,0,1,1,,4,,3,0,,,1,,1,CounterApp,0,0,0,1,,3,2,0,1
mvc,4,7,4,8,2,1,,2,,19,0,,,6,8,1,Course-Enrollment-System,0,4,0,2,,2,1,0,2
mvc,,6,,0,0,0,,0,,4,0,,,0,,,Course-Register-WebAPP-Springboot,0,0,0,,,0,,0,
mvc,2,12,1,2,1,1,,3,,9,1,,,3,1,1,Course-Registration-System-,2,1,0,1,1,3,2,0,1
mvc,2,8,3,3,2,1,,4,,15,0,,,4,4,,Cricket-Player-Management-System,2,2,0,1,,3,2,0,1
mvc,5,10,4,7,3,1,,19,,26,0,,,10,8,1,CRM-Project-Using-Spring,3,4,0,3,,5,2,0,3
mvc,1,7,1,1,1,1,,1,,7,0,,,1,2,1,crud,0,1,0,1,,3,2,0,1
mvc,1,9,1,1,1,1,,1,,6,0,2,,1,1,1,CRUD-EM-JAVA,0,1,0,1,,3,2,0,1
mvc,1,9,1,1,1,1,,3,,9,1,,,2,2,1,crud-employee-app,0,1,0,1,1,5,2,0,1
mvc,,8,1,0,1,1,,9,,10,1,,,2,2,1,CRUD_API,1,1,12,1,1,4,1,0,1
mvc,,7,1,0,1,1,,1,,9,2,,,1,1,1,CulersAPI-2024,0,1,0,1,2,3,2,0,1
mvc,1,8,1,1,4,1,,18,,13,0,,,3,2,1,CURD,0,1,1,3,,3,2,1,3
mvc,1,8,1,9,1,1,,4,,11,1,,,2,1,1,customer-module,1,1,7,1,1,3,2,0,1
mvc,,8,,0,1,0,,3,,1,0,,,1,,,Customer-Relationship-management,0,0,0,1,,0,,0,1
mvc,1,9,4,1,1,1,,8,,10,0,,,3,10,1,customer-services,1,2,3,1,,3,1,0,1
mvc,2,8,4,2,2,1,,8,,20,1,,,6,5,1,CustomerRelationshipManager,2,2,0,2,1,4,2,2,2
mvc,,8,1,4,1,1,,3,,14,0,,,3,1,1,CustomOrderSystem-SpringApplication-,0,1,0,1,,4,14,1,1
mvc,2,10,1,4,2,1,,8,,9,0,,,3,1,1,CVE_CUSTOM_API,0,1,0,2,,3,2,2,2
mvc,2,9,,0,3,1,2,7,3,15,0,,,3,,1,DataParser,0,0,0,4,,5,2,0,4
mvc,2,7,6,2,1,1,,1,,24,0,,,15,6,1,deckbuilder,0,6,0,9,,2,,9,9
mvc,7,8,7,13,22,1,,38,,72,3,,,32,7,,delta-edu-app,6,8,0,22,3,4,,3,22
mvc,,8,,0,1,1,,3,,5,0,,,1,,1,Demo-SpringBoot-WebApp,0,0,0,1,,3,2,0,1
mvc,,7,1,2,1,1,,3,,6,0,,,2,1,1,DemoApp-SpringBoot,1,1,0,1,,3,2,0,1
mvc,4,9,6,5,5,1,,11,,39,2,,,10,9,1,Dental-Clinic-Spring,4,5,0,8,3,16,3,1,8
mvc,1,8,1,3,1,1,,1,,9,1,,,3,1,1,digimon-api,1,1,0,1,1,7,2,1,1
mvc,,8,1,0,1,1,,2,,9,0,,,3,1,1,Digital-Library,1,1,0,1,,3,2,0,1
mvc,,7,,0,0,0,,0,,52,0,,,0,,,E--Commerce-Web-Application,0,0,0,,1,0,52,0,
mvc,4,9,9,8,7,1,,22,,44,1,,,20,9,1,E-Banking,4,4,28,7,1,7,1,7,5
mvc,,6,,,,,,,,0,,,,,,,E-Commerce,,,,,,,,,
mvc,,9,4,0,3,1,,10,,21,4,,,12,4,1,E-commerceProject,5,4,25,3,2,4,2,0,3
mvc,2,8,2,2,3,1,,18,,11,0,,,4,2,1,Ecommerce,2,2,0,2,,2,1,1,2
mvc,1,8,1,2,1,1,,4,,6,0,,,3,1,1,ecommerce-backend,1,1,0,1,,3,2,0,1
mvc,1,7,3,5,3,1,,3,,24,1,,,6,3,1,ecommerce-db-maven-api-javafx_backend,2,3,0,5,1,8,,1,4
mvc,,9,,1,1,1,,4,,6,0,,,3,1,1,ecommerce_backend_java,1,1,0,1,,3,2,1,
mvc,1,10,1,2,1,1,,3,,6,0,,,2,1,1,Ecom_Application_Using_SPRING-BOOTS,1,1,0,1,,3,6,0,1
mvc,7,11,2,7,2,1,3,8,,27,0,,,4,6,1,edupanel-backend,0,1,12,1,,6,,3,1
mvc,1,7,1,1,1,1,,7,,14,0,,,2,3,1,Employee-CurdOperations,0,1,0,2,,5,2,0,1
mvc,,7,1,1,1,1,,4,,8,0,,,2,2,1,Employee-Management,0,1,0,1,,5,2,0,1
mvc,,8,,1,1,1,,5,,7,0,,,2,1,1,employee-management-system,0,1,0,1,,5,2,0,1
mvc,1,7,1,1,1,1,,5,,7,0,,,3,2,,Employee-Management-System-A-Spring-Boot-CRUD-Web-Application,1,1,6,1,,3,7,0,1
mvc,1,9,1,1,1,1,,7,,6,0,,,2,1,1,Employee-Mangemnet-main,1,1,0,1,,3,2,0,1
mvc,2,8,4,2,4,1,,6,,25,1,,,8,6,1,employee-payroll-app,1,4,0,2,1,2,1,2,2
mvc,1,8,1,0,1,1,1,1,,8,0,,,3,1,1,employee-tracker-dms,3,1,0,1,,3,2,0,1
mvc,1,9,1,1,1,1,,1,,7,0,,,2,2,1,Employee_Directory,0,1,0,1,,3,2,0,1
mvc,1,8,1,1,1,1,,1,,6,0,,,1,1,1,Employee_Management_Springboot,0,1,0,1,,3,2,0,1
mvc,1,15,1,1,1,2,,4,,9,0,,,2,1,1,Employee_management_system,1,1,0,1,,6,4,0,1
mvc,,10,17,0,6,0,,23,12,174,1,,,16,41,,Enterprise-Architecture,1,3,56,6,,0,2,5,6
mvc,,8,4,4,5,1,,8,,20,0,,,4,4,1,EventManagementApp,0,4,0,4,,3,2,0,4
mvc,3,9,3,3,3,1,,24,,18,0,,,6,6,1,EventManagementSystem,3,3,0,3,,3,2,0,3
mvc,5,6,,0,3,1,4,3,,15,0,,,1,,,Exam-Registration-System-Using-SpringBoot-MVC-Architecture-,0,0,10,4,,2,1,1,3
mvc,,9,6,15,17,1,,37,,40,0,,,31,7,1,Exam_Seating_Arrangement_System,7,7,36,17,,3,2,0,1
mvc,,12,,0,4,1,,8,,38,0,,,8,,1,Extended-MVC-Architecture-Layered-with-SpringBoot-Data-JPA-Maven-Web-MVC-Point-of-Sales-System-POS-,5,0,22,3,,2,,3,3
mvc,,7,,0,0,0,,0,,1,0,,,0,,1,File-Upload-Download-App,0,0,0,,,1,1,0,
mvc,3,9,3,3,3,1,,3,,17,0,,,4,6,1,firstjobapp,0,3,0,3,,3,2,0,3
mvc,3,6,2,3,3,1,,16,,14,0,,,0,2,,Fitness-Application,0,0,0,3,,3,14,0,3
mvc,,8,,0,3,1,,12,,23,1,,,8,,1,Fleet-Management-final,3,0,0,7,2,4,1,3,4
mvc,4,7,1,6,4,1,,6,,18,0,,,5,2,1,flightReservationApp,0,1,9,4,,3,2,0,4
mvc,2,7,3,2,3,1,,6,,13,1,,,6,3,1,Flipkart-Management-System,0,3,0,3,1,2,1,0,3
mvc,7,10,5,3,11,4,4,68,,68,6,,,9,19,1,full-stack-application,2,3,0,19,1,18,68,1,12
mvc,1,8,,1,1,1,,1,,5,0,,,0,,1,FullStackProject,0,0,0,1,,4,2,0,1
mvc,,9,,0,1,1,,1,,3,0,,,1,,1,fullstack_web_dev_lab_08,0,0,0,1,,2,1,0,1
mvc,,9,,1,2,1,,10,,8,1,,,3,1,1,Full_Stack_TodoWeb-Project-using_SpringBoot,1,1,0,1,1,3,2,0,
mvc,9,8,,20,1,1,,17,,24,0,,,1,2,1,Gestion-Cinemas,9,1,50,1,,4,2,0,1
mvc,3,8,,11,2,1,,6,,18,1,,,3,,1,gestion-comptes-bancaires-JEE-springmvc-jpa,0,1,0,2,1,6,2,0,2
mvc,6,9,1,7,3,1,,3,,23,1,,,5,3,1,Gestion-des-patients-,0,2,3,5,1,4,2,0,5
mvc,6,9,3,3,3,1,,12,,17,0,,,7,3,1,Good-Reads-Advanced,4,3,0,3,,3,2,0,3
mvc,,9,1,0,1,1,,3,,5,0,,,0,1,1,grade-submission,0,0,0,1,,3,2,0,1
mvc,4,8,,15,1,1,,1,,13,0,,,0,,1,GraduationProject-Backend,0,0,0,1,,3,2,0,1
mvc,3,11,3,3,3,1,,19,,43,1,,,8,3,1,Guess_Card_Game,0,3,0,4,1,3,2,2,4
mvc,,8,1,1,1,1,,1,,7,0,,,2,2,1,Hara-Krishna-Hospital---Doctor-Appointment-System,0,1,0,1,,3,2,0,1
mvc,14,8,14,54,11,1,1,19,,111,4,,,37,111,1,homeService,9,12,0,11,4,3,1,16,11
mvc,4,8,6,4,5,1,,37,,27,1,,,5,6,1,hoobank_backend,0,5,16,5,1,8,2,0,5
mvc,3,10,3,4,21,1,,24,,21,0,,,3,21,1,hospital-app,0,3,0,3,,5,2,0,3
mvc,8,10,3,14,5,1,,10,,53,1,,,10,3,1,hotel-integration-api-server,6,3,23,4,1,3,2,1,4
mvc,11,9,11,17,9,1,,24,,81,1,,,31,21,1,HotelBookingApp,11,11,0,8,1,4,2,2,8
mvc,2,8,2,2,2,2,,2,,14,0,,,2,2,1,HotelXYZ,0,2,0,2,,6,4,0,2
mvc,6,10,6,22,6,1,,8,,55,1,,,11,10,1,Hotel_Booking_App_Backend,1,6,0,4,1,3,2,0,4
mvc,1,9,1,7,1,1,,5,,7,0,,,3,2,1,HRMS-Employee-Management-Data-Organization-System,1,1,0,1,,3,2,0,1
mvc,3,6,4,0,3,1,3,5,,21,1,,,9,4,,ImageHoster_application,3,3,9,7,1,12,21,2,7
mvc,4,7,3,4,1,1,,3,,17,1,,,5,5,1,InCustomers,0,3,8,1,1,4,1,1,1
mvc,2,7,1,2,2,1,,5,,15,1,,,1,2,1,Insurance-manegement,0,1,0,1,1,3,3,0,1
mvc,1,9,7,17,8,2,1,44,,80,1,,,15,18,1,Integrative-Software-Engineering,5,7,0,8,1,8,40,3,8
mvc,19,11,13,13,11,11,3,51,,169,0,,,73,169,1,Internet-Services-Architectures-Laboratories,16,13,0,22,,37,23,44,11
mvc,1,8,,5,1,1,,2,,9,2,,,2,,1,Inventory-Items-backend-API,1,1,1,1,2,4,2,0,1
mvc,1,7,1,8,1,1,,7,,6,0,,,3,1,1,Inventory-Management-System,1,1,0,1,,5,2,0,1
mvc,1,8,1,1,1,1,,1,,6,0,,,2,1,1,inventory-managment,1,1,0,1,,3,2,0,1
mvc,1,8,,4,0,1,,0,,6,0,,,2,,1,InventoryCRUDJava,1,0,0,1,,4,2,0,1
